income,credit_score,debt_to_income,employment_duration,housing_status,loan_amount,is_default
60835,480,0.3161469671621434,6.67,Rent,12340.29,0
44407,429,0.4637357412332632,6.29,Rent,16282.01,0
75904,448,0.3456578588745608,3.82,Rent,17992.05,0
44005,771,0.1334755891725011,3.39,Own,13353.96,0
53370,799,0.5450908913058635,17.46,Own,6377.58,0
63988,654,0.5450816530693802,8.59,Rent,19527.3,0
28724,510,0.2614393823275697,6.0,Own,12757.24,0
23587,329,0.5569513096404701,1.09,Rent,18131.98,1
27115,323,0.47899201925254076,8.57,Rent,7094.62,1
68938,521,0.3004006154310116,6.93,Mortgage,11791.84,0
41722,700,0.26575279921262673,24.16,Own,16939.66,0
88372,811,0.5875713496930505,0.71,Mortgage,18155.19,0
41536,387,0.45631348155565543,6.28,Rent,18742.8,1
52768,764,0.2894049773856001,19.34,Rent,14655.64,0
73131,349,0.4209919439904025,3.1,Rent,15964.2,0
80091,402,0.3857630995186845,6.61,Mortgage,16948.44,0
80922,667,0.36227001135198034,18.52,Mortgage,16598.41,0
68125,791,0.4223509494059219,3.96,Rent,17855.9,0
65360,567,0.3688131610901809,6.0,Mortgage,9243.88,0
58887,696,0.4273951768431903,0.1,Rent,24316.22,0
61675,619,0.5537842811118195,3.67,Rent,14078.92,0
41732,819,0.5966324840726359,1.48,Mortgage,14525.51,0
37727,748,0.45464343667400664,0.7,Own,13544.81,0
49949,775,0.5639104008752164,6.17,Rent,16158.77,0
47447,539,0.529205126941477,0.2,Rent,7788.21,0
43201,557,0.24751869899063958,11.76,Mortgage,12563.58,0
60445,689,0.5664539915215178,3.65,Mortgage,5459.46,0
64329,642,0.13540450002631074,5.22,Mortgage,12660.26,0
51326,686,0.2649609105217724,1.46,Rent,15789.13,0
72162,693,0.41997246755240003,1.01,Own,17847.46,0
32874,569,0.36345772294757106,1.4,Own,14703.8,0
47095,448,0.37120619641468133,1.32,Own,16429.93,0
39247,679,0.49744416490062404,9.99,Rent,6570.33,0
22001,327,0.19735184114309615,7.74,Mortgage,15779.61,1
48759,448,0.5910377549837293,9.58,Own,21285.31,1
48173,719,0.31872911364858525,6.64,Own,17319.05,0
72701,579,0.5749216324027976,5.16,Own,11267.89,0
59462,481,0.2915579322484163,3.75,Rent,15845.25,0
34637,465,0.40089333442581787,1.54,Mortgage,21824.3,1
77811,316,0.3251557356615681,6.11,Mortgage,17847.65,0
68315,449,0.43796758192598517,0.73,Mortgage,17983.83,0
58731,638,0.19181236469209326,3.58,Mortgage,11068.98,0
46602,344,0.3003142664202425,1.09,Own,13188.02,0
35608,801,0.1341905610537157,3.51,Mortgage,14656.79,0
44416,488,0.3990507084950068,1.74,Own,24034.54,0
66331,360,0.5813408492945614,0.27,Rent,10437.22,0
78268,593,0.12295325757869288,3.5,Rent,16298.17,0
73148,332,0.4298150122507832,1.0,Rent,18366.03,0
42667,598,0.4875489818188299,0.88,Mortgage,18708.86,0
33205,714,0.20655421208881444,2.43,Mortgage,13757.79,0
52113,848,0.23653714668427353,2.25,Own,13369.46,0
23473,730,0.20079054312001768,10.09,Mortgage,24637.96,0
54847,794,0.24870631833815374,4.16,Rent,13659.35,0
47785,399,0.1550412795966871,9.64,Mortgage,12908.58,0
43009,322,0.2851739356427112,0.79,Own,19645.79,1
26079,719,0.28446459765719745,2.21,Rent,15641.91,0
57704,723,0.5036337283027045,4.05,Rent,8496.0,0
42009,786,0.5004791578003592,0.83,Own,19897.5,0
32451,388,0.4983616816546824,0.69,Rent,13011.47,1
6916,508,0.3835179566094652,5.41,Own,12957.47,1
49587,570,0.2629403434331673,5.3,Own,28301.13,0
76583,705,0.3054822582002169,1.33,Mortgage,13826.76,0
74918,577,0.2588717523810409,1.29,Rent,15336.7,0
43143,505,0.39096395249036064,6.84,Mortgage,19566.0,0
40966,627,0.5689895606568331,0.62,Mortgage,10339.6,0
57031,635,0.2422483920278571,12.84,Own,17791.64,0
35024,337,0.3294259088230649,14.39,Own,19620.17,1
54526,527,0.4275584650696701,10.24,Mortgage,21632.58,0
61491,782,0.5223474558977914,1.18,Own,18297.13,0
68403,433,0.22666696032048242,0.08,Rent,9475.15,0
48497,689,0.24014497549019528,13.8,Rent,17181.34,0
46944,724,0.5425827661279681,2.11,Mortgage,8274.76,0
36830,809,0.1401290599929015,1.86,Rent,21150.16,0
37596,726,0.4027238029836063,1.52,Mortgage,20370.83,0
46602,773,0.5302277080479936,1.4,Rent,16123.59,0
55510,660,0.5608713751757667,6.63,Own,15920.23,0
63703,510,0.10634362711643439,11.92,Rent,14962.08,0
37952,478,0.2848329887470922,7.71,Own,14867.29,0
72390,357,0.22863239306052333,5.61,Mortgage,19839.14,0
45933,372,0.3840162943873616,1.7,Rent,13442.9,0
49679,514,0.41643113840681467,3.96,Own,25959.01,0
38791,372,0.5998872388027644,1.35,Own,15865.32,1
13636,766,0.35638124844946284,0.59,Mortgage,21207.64,0
63260,570,0.3757334393686349,0.64,Mortgage,6725.37,0
61052,798,0.30715675390282093,4.63,Rent,12113.78,0
45780,653,0.17383861891928784,0.2,Rent,19581.98,0
51004,533,0.2516623201402992,18.11,Rent,16613.48,0
57739,618,0.2234924588555159,26.98,Own,15142.18,0
26561,318,0.500609845674171,0.81,Mortgage,20298.18,1
42064,671,0.3729082107761562,2.79,Rent,25601.72,0
61913,483,0.24809681510767104,7.31,Rent,9221.36,0
31185,576,0.34454645144675167,15.51,Own,20004.47,0
54403,444,0.20943244154770776,11.1,Rent,12788.25,0
29651,380,0.19256357528660897,1.47,Own,19274.13,1
56996,621,0.5299711186209429,0.45,Own,12729.77,0
49465,734,0.5724054272330694,1.7,Mortgage,17646.88,0
25773,342,0.14000730391349395,2.87,Own,18101.33,1
67471,612,0.4824413535932103,2.23,Mortgage,11517.45,0
38981,592,0.32665576821364506,7.43,Own,12624.08,0
37846,368,0.29448582065412665,1.49,Mortgage,14055.17,0
53008,355,0.44470565477391055,9.78,Own,6873.65,0
67229,503,0.23312684266718284,1.28,Rent,17268.66,0
34762,719,0.1102906131417937,2.24,Mortgage,22363.85,0
50925,849,0.2070014239100075,2.97,Mortgage,8703.96,0
56432,542,0.19246253835458446,1.72,Own,18290.92,0
60396,500,0.11702469077678126,7.27,Rent,16715.43,0
52646,773,0.2606577080131607,2.63,Rent,11553.79,0
44494,826,0.33725926675706996,10.9,Mortgage,25204.5,0
37586,376,0.46791434852528924,16.56,Rent,20752.73,1
51292,777,0.2628306627462984,9.82,Rent,21192.73,0
33917,739,0.1972701328288717,3.7,Own,15202.55,0
6179,562,0.2153098846268027,3.56,Rent,7437.78,1
56548,484,0.5455885395808573,1.22,Rent,15856.2,0
63559,354,0.2023602032086844,4.49,Rent,14374.06,0
14556,607,0.5396203337582551,15.26,Rent,20109.27,1
34854,815,0.32354949774389774,0.42,Own,12043.23,0
59287,598,0.5672002161742632,6.98,Own,21671.78,0
80862,529,0.30404606815234936,10.18,Rent,11894.19,0
50311,676,0.18884146690290868,21.6,Own,18528.97,0
39079,585,0.3745149646056688,2.04,Mortgage,11265.72,0
47256,437,0.3938533014245339,2.2,Own,14809.06,0
70623,777,0.4177446516366349,1.31,Own,8336.29,0
40310,306,0.3057483592347636,7.78,Own,15363.82,1
38012,718,0.1243006703972476,0.75,Mortgage,9961.34,0
42758,771,0.41335996147475595,1.56,Mortgage,17774.8,0
35700,719,0.5665150771334859,1.75,Mortgage,18482.41,0
51840,575,0.5787793142528651,2.35,Own,14943.11,0
74370,389,0.3984426839305073,2.74,Mortgage,11732.47,0
54846,581,0.10994350897721591,4.09,Mortgage,17025.38,0
46214,847,0.15301924042440615,14.82,Own,19752.65,0
45622,470,0.5169952628847214,1.42,Rent,14150.54,0
26552,654,0.5148722188266711,7.55,Own,12852.57,0
63246,503,0.573007802634181,5.64,Own,8699.23,0
48832,588,0.38188721143340654,0.62,Own,16089.18,0
47292,761,0.5319081472342195,8.31,Rent,20300.0,0
97896,472,0.5124434628409387,0.47,Own,22149.94,0
54481,600,0.3947104031035501,6.71,Own,16186.56,0
38723,828,0.4918187766835268,6.29,Rent,7994.39,0
43604,439,0.16285527225623572,5.85,Own,12649.85,0
67226,577,0.4196013784400602,1.62,Own,20852.58,0
51699,810,0.576725478168597,4.26,Own,19110.56,0
28425,645,0.1809787492197039,7.17,Rent,9831.41,0
63788,439,0.4720213409000006,5.07,Own,24883.29,0
39977,413,0.26039289867169235,8.16,Rent,9588.28,0
78099,806,0.508551961858915,5.82,Rent,13053.24,0
66200,665,0.44860546685283376,1.6,Mortgage,17515.41,0
43290,696,0.5630871288033117,0.83,Own,14602.79,0
69215,410,0.4559677098469477,5.0,Own,13374.83,0
51017,657,0.3051552974814308,7.13,Mortgage,15067.65,0
62791,537,0.1054462672451629,0.77,Mortgage,20127.05,0
57270,302,0.4964584483854141,0.96,Own,24615.23,1
37304,703,0.3042324833277028,0.06,Own,16517.5,0
40346,324,0.4353170474174298,3.79,Mortgage,11856.77,1
65449,808,0.1525332406242094,3.91,Own,15525.73,0
44978,764,0.5454843179488276,3.47,Own,24872.27,0
43945,360,0.3178288987032526,1.9,Own,19060.78,0
35673,807,0.5598458669043409,2.79,Mortgage,21697.66,0
56353,422,0.4535087168972455,7.27,Mortgage,19153.2,0
80937,796,0.16073113104902662,1.0,Rent,19703.3,0
33987,354,0.38959830670384965,1.13,Rent,15234.19,1
50363,462,0.5549672239708936,5.5,Own,22204.04,0
71183,338,0.4999852799417157,10.08,Own,842.89,0
48805,382,0.30899020378812503,2.08,Rent,17845.18,0
56785,845,0.5775321986269535,13.5,Rent,17393.27,0
34064,412,0.2342880904007634,0.3,Rent,10659.12,0
56424,724,0.2875538516591579,0.63,Own,16723.7,0
47192,529,0.4748570866433992,3.08,Own,17973.31,0
64785,582,0.21645227860775804,6.43,Rent,6341.77,0
67810,586,0.35768723497977395,2.32,Mortgage,16823.69,0
88843,454,0.46439459505207714,4.05,Rent,21499.11,0
58694,464,0.42198388307117407,0.14,Mortgage,23414.56,0
54886,481,0.17768495706048412,3.1,Mortgage,18142.13,0
52915,538,0.4148301580639173,1.39,Own,14592.51,0
44702,638,0.38635526440255363,3.63,Mortgage,19886.36,0
55077,811,0.3789224125195563,3.73,Mortgage,10816.36,0
45568,565,0.5130235932686231,7.0,Rent,18981.41,0
52526,486,0.19194801126250696,3.88,Rent,14828.5,0
69763,339,0.4757829935217237,4.76,Mortgage,20959.77,0
34901,792,0.4804630088675409,3.77,Rent,12682.24,0
67098,690,0.46132271979043415,23.22,Rent,23650.86,0
69756,559,0.35298415673938,7.84,Rent,21128.12,0
48228,475,0.2977693738688687,7.05,Rent,16897.22,0
18172,628,0.29733858003643976,4.93,Mortgage,16487.36,0
40882,499,0.4669043569711203,3.76,Mortgage,23584.8,1
69454,495,0.34894835129143564,2.11,Mortgage,25839.27,0
49656,830,0.2692168621154635,7.66,Mortgage,13363.29,0
35010,361,0.41273484220266077,1.05,Mortgage,13569.47,1
42428,626,0.5185056302515084,0.19,Own,21611.04,0
62609,580,0.13075437058414088,5.99,Rent,3314.06,0
58201,526,0.5860684788857188,0.78,Own,2332.28,0
46416,357,0.14832596979095217,11.71,Mortgage,11386.57,0
44497,776,0.35586906035145915,7.36,Rent,16739.49,0
44123,675,0.38010477201889803,4.61,Mortgage,9677.65,0
36163,542,0.1691053526806741,1.88,Own,8964.81,0
74230,666,0.5577968765088397,5.08,Mortgage,12829.29,0
45165,799,0.335733538646247,3.24,Rent,22062.87,0
68257,551,0.17156025723019666,1.72,Mortgage,13286.15,0
72819,621,0.4558062014238854,14.51,Mortgage,20790.85,0
64974,675,0.43170217262130495,0.88,Rent,15777.51,0
43525,708,0.5814327848907238,7.0,Own,23005.52,0
56055,787,0.3207581623438741,8.05,Own,14064.78,0
49637,642,0.23389798658237967,15.16,Rent,17361.35,0
36444,539,0.12999700314763105,3.99,Rent,16389.35,0
54865,438,0.4665607625401347,3.83,Own,14594.09,0
32314,421,0.40863884461521116,12.65,Rent,19292.87,1
67815,719,0.5863054174503798,8.07,Own,18740.96,0
43030,603,0.4560824899018162,7.21,Mortgage,16458.99,0
53017,414,0.5665807399691081,7.78,Own,5710.74,0
54249,642,0.5957893973897902,3.4,Rent,9428.9,0
46116,550,0.3142155721163429,0.21,Mortgage,10674.11,0
58800,306,0.17514750668463855,1.1,Rent,16485.42,0
42876,478,0.19792538845163185,5.15,Own,15107.32,0
63069,444,0.2591876115561583,2.52,Mortgage,11564.49,0
29810,715,0.3544478835331364,4.67,Own,11192.26,0
51895,420,0.1612099996981781,4.01,Mortgage,18766.32,0
79083,423,0.2508589359276179,2.89,Rent,11683.41,0
34995,449,0.25389692369145767,1.34,Own,2952.07,0
39833,696,0.10204282748235641,6.35,Mortgage,16095.94,0
57708,680,0.2770843698331964,11.99,Mortgage,12589.07,0
52693,300,0.15807610004233572,7.35,Mortgage,19092.91,0
55259,543,0.3148556898311946,0.64,Own,11527.23,0
57337,697,0.19826836870187456,3.86,Rent,14122.14,0
59520,550,0.5110571198465981,9.02,Rent,16683.05,0
66645,598,0.14026267638691178,4.47,Mortgage,4306.8,0
56147,596,0.5328302157091,2.9,Rent,12261.91,0
46381,799,0.3902633077622991,1.67,Own,11399.4,0
60088,414,0.32932033159917873,2.01,Rent,12861.73,0
78498,300,0.37487115844695507,1.39,Rent,12658.0,0
48010,781,0.2880545645888346,1.09,Own,15227.04,0
35382,809,0.16380595249597255,4.44,Own,16159.73,0
66606,634,0.48293990789189,3.56,Rent,18365.71,0
48194,764,0.5639557950482078,6.64,Rent,17768.65,0
17409,440,0.5750338115599324,1.84,Rent,21172.28,1
62711,436,0.4353557531113722,3.09,Mortgage,20071.39,0
41970,466,0.30517371325833365,5.7,Own,22175.4,0
48642,642,0.3391799811382482,16.52,Mortgage,21354.45,0
54979,709,0.4284828484946578,2.15,Mortgage,12641.9,0
52857,364,0.5115362582541739,1.77,Mortgage,13693.99,0
60641,366,0.2872835687715203,2.98,Mortgage,14071.53,0
43467,732,0.5583906123905557,6.43,Rent,21111.75,0
57696,349,0.2621360774653064,16.29,Own,14094.13,0
46106,613,0.36542988766360207,3.85,Rent,19175.33,0
61082,608,0.5806809000178068,8.37,Own,5856.87,0
59230,414,0.5690994577128051,3.12,Mortgage,4840.22,0
35968,641,0.4478725447638746,0.2,Own,21821.32,0
66289,829,0.26228009723750434,11.23,Own,17883.44,0
41960,794,0.20951751659200177,1.71,Own,21345.58,0
62120,568,0.14007167766677212,0.75,Own,7750.48,0
55509,379,0.4543272023696927,27.81,Rent,16279.78,0
77572,755,0.3517253470010179,2.13,Mortgage,7990.25,0
46648,598,0.38614384697212867,0.73,Rent,19910.86,0
44760,501,0.33619608696286896,1.87,Mortgage,15588.53,0
49708,802,0.3414732167867215,3.61,Rent,14844.11,0
45452,784,0.3856368096024826,0.46,Rent,19825.14,0
61999,317,0.5571310030880189,2.17,Rent,14992.48,0
25755,777,0.11468314973402385,5.53,Own,14827.41,0
34194,787,0.5008183897865812,12.38,Own,8216.91,0
33982,745,0.29525813027913284,2.53,Own,22202.59,0
64254,639,0.4724621336414999,4.16,Own,16021.83,0
75659,830,0.5742631646221782,5.05,Rent,18098.87,0
48433,415,0.2531434967631676,0.37,Rent,8647.65,0
47467,373,0.14477731837189947,2.09,Mortgage,22408.73,0
51050,568,0.21614921815746282,5.76,Own,16255.96,0
67428,415,0.2110464155562813,6.65,Own,24015.61,0
36089,463,0.47092470873012704,2.2,Own,20412.57,1
53575,521,0.1309290908625587,0.03,Own,3172.23,0
64627,425,0.1254667899278669,0.03,Own,19272.25,0
57516,475,0.44680429724191795,3.86,Own,19955.49,0
52843,674,0.3783598424380119,4.01,Rent,18514.02,0
65015,797,0.3088837724216017,4.06,Own,16376.01,0
9451,384,0.3876842034885226,6.4,Own,14348.12,1
60168,682,0.46762395298431947,12.71,Rent,15147.55,0
40188,762,0.15173568635338966,23.11,Mortgage,22302.99,0
22540,750,0.37664320799047124,6.04,Rent,22660.13,0
57668,817,0.5122084164571526,3.61,Own,14389.1,0
70604,849,0.2812145852891562,0.76,Rent,11362.14,0
47938,415,0.4815089938113195,2.42,Own,21613.88,1
64293,307,0.5227104195732546,4.25,Rent,19886.68,0
74184,517,0.510464595910067,42.8,Mortgage,16299.49,0
69723,703,0.4251782009929306,0.68,Own,10419.48,0
74599,603,0.4586722591982293,7.88,Rent,6839.09,0
61131,766,0.4938375903573905,34.25,Rent,19012.07,0
51131,387,0.46685465474881604,8.18,Rent,12448.98,0
25970,309,0.32584008114328933,7.29,Own,12318.22,1
46309,607,0.17956047143597778,1.5,Rent,17357.34,0
37351,733,0.25486529994276363,0.02,Own,12518.06,0
82564,463,0.2036232811210291,1.28,Own,12727.53,0
47361,538,0.2807220771625011,7.8,Mortgage,11608.7,0
51848,616,0.3446655400912141,0.57,Mortgage,18545.98,0
58272,634,0.579523335867123,1.76,Rent,10298.64,0
50654,317,0.5797313974946313,4.13,Own,7636.39,0
75425,370,0.4847942604584283,4.34,Rent,10248.19,0
40660,474,0.5900701441816703,3.92,Own,22200.82,1
52919,638,0.5990079079122296,19.79,Own,12097.86,0
38862,547,0.5426283738993217,0.06,Rent,17459.64,0
30199,492,0.13975179160306903,3.34,Own,13455.77,0
40823,718,0.31302205173213093,3.51,Rent,14014.08,0
49444,624,0.367059990512671,1.74,Own,21871.08,0
43560,605,0.16204129280782373,3.72,Rent,15632.77,0
39613,503,0.5043153136215626,5.59,Rent,23335.82,1
28905,422,0.17434170747439046,5.59,Mortgage,24694.86,1
48753,746,0.29166438769649194,0.46,Mortgage,22920.91,0
27429,790,0.13445608996394068,8.11,Own,12400.78,0
61400,732,0.36229654397932143,13.35,Rent,15880.07,0
51236,427,0.398520723417342,0.66,Rent,22414.48,0
28136,847,0.4675884250803398,2.69,Rent,18981.46,0
45361,346,0.2697307443414765,3.58,Rent,20820.13,0
38717,804,0.39526574980159046,0.72,Rent,21249.95,0
54787,414,0.4670736698302359,3.5,Own,21517.53,0
70106,715,0.48101757445501203,1.16,Mortgage,10094.78,0
21872,522,0.2508209232250186,13.69,Rent,14743.23,0
51725,802,0.13385196508906252,2.98,Rent,11793.04,0
47598,395,0.11880973877577714,26.39,Rent,14441.18,0
60070,406,0.4840301423462918,0.24,Own,16082.89,0
53197,331,0.29271945859062287,0.68,Mortgage,15539.5,0
38720,792,0.16697133140167578,2.93,Mortgage,12072.85,0
45214,365,0.1922444677606361,10.37,Rent,8687.73,0
38059,478,0.4830752374015618,4.05,Own,7397.97,0
66140,742,0.3994510003453825,6.59,Mortgage,24159.38,0
50319,848,0.35070158308178545,2.75,Mortgage,21211.55,0
78517,500,0.41150379281226634,0.21,Own,16720.21,0
49090,348,0.16874977707871205,5.22,Mortgage,717.83,0
39373,562,0.25952112145507855,5.03,Own,10903.31,0
27294,432,0.28703175869253605,0.37,Mortgage,17508.9,1
22952,643,0.2572488846898944,0.94,Own,19238.24,0
26237,475,0.5322081560674681,3.23,Rent,13450.69,1
54006,690,0.3907105723263087,2.96,Mortgage,17782.61,0
57630,310,0.4646607037419468,6.98,Mortgage,14532.93,0
26282,500,0.21835304493784827,2.45,Mortgage,20681.04,0
63425,302,0.2320370186478752,5.44,Own,14816.3,0
42754,513,0.21266799153907315,6.09,Mortgage,14646.61,0
52201,606,0.44398978882277873,5.18,Mortgage,12506.06,0
74183,843,0.2745204978452592,4.53,Own,18779.2,0
63452,626,0.30254206620208157,8.19,Mortgage,17081.69,0
45972,498,0.45456080391943054,5.35,Mortgage,9216.82,0
36632,408,0.5858993509416027,8.98,Own,16940.47,1
17722,590,0.180937656866659,5.06,Own,15934.28,0
39212,407,0.13133813411740172,0.87,Own,19817.86,0
46833,707,0.19742296598373046,1.85,Mortgage,14550.86,0
35192,351,0.46748034248163917,2.01,Rent,10130.3,1
48031,411,0.19731364552450817,0.49,Own,12741.78,0
51152,594,0.39217620131244313,5.89,Mortgage,24171.49,0
46627,488,0.3951582682494911,4.52,Rent,13936.77,0
40249,364,0.24721155014854054,4.46,Rent,20166.51,1
52529,764,0.13436313993831436,3.26,Own,8148.09,0
56629,557,0.2996002587258023,3.92,Own,16979.75,0
33644,630,0.1933927111282678,0.04,Own,7333.21,0
71163,800,0.19223660513326205,0.51,Own,15350.95,0
48521,509,0.36129443551437046,5.75,Own,11297.86,0
50282,388,0.43656056904887675,1.52,Mortgage,10377.53,0
60623,327,0.137707526133264,0.57,Mortgage,9785.04,0
53498,537,0.3891606993212504,1.99,Own,13930.84,0
64297,635,0.22310082172423037,1.47,Mortgage,5497.49,0
54306,362,0.4366490305098414,0.15,Own,7803.8,0
40813,799,0.5051079181011834,2.64,Own,15468.14,0
55422,840,0.5035068178329419,0.14,Rent,6264.4,0
32844,768,0.2849306791203672,0.0,Own,7391.87,0
51628,350,0.3836348369387722,7.86,Rent,23933.31,1
49501,411,0.4968475919186901,1.89,Mortgage,22856.16,1
46878,600,0.1304051307402386,4.19,Own,10837.59,0
48071,389,0.40281216808618103,1.77,Rent,16645.4,0
21772,528,0.5182609919122229,13.3,Rent,10879.94,1
41769,449,0.2861784989507632,6.53,Mortgage,11091.32,0
51392,437,0.3277040569906434,2.3,Rent,-678.11,0
52397,434,0.449364034279675,1.18,Own,22643.73,0
34584,756,0.1339423559328494,0.74,Own,17772.84,0
68985,793,0.2928179802103128,7.19,Rent,18712.07,0
37007,826,0.24785538511192448,3.02,Own,17661.74,0
64541,632,0.10849712479356541,1.32,Own,14004.3,0
56407,661,0.19798633061663004,12.61,Rent,12571.52,0
40306,473,0.2979417827944246,2.47,Mortgage,14827.04,0
76629,512,0.19871435420028546,3.92,Mortgage,22328.42,0
32095,642,0.4011991590972782,9.75,Own,15115.33,0
63787,360,0.3243263036681545,8.96,Rent,24705.48,0
65008,360,0.1197406473866924,5.08,Own,11115.35,0
39940,823,0.23752013215625847,10.97,Own,7549.85,0
70886,515,0.10973838518960702,15.19,Rent,10390.29,0
46249,722,0.279067589947238,13.68,Mortgage,14200.41,0
54330,722,0.22955500887291677,2.15,Own,21943.95,0
53904,670,0.44409339108423085,2.53,Mortgage,12576.48,0
47985,505,0.25370346279826617,1.38,Own,7709.68,0
62162,585,0.287579332292182,9.06,Rent,15065.19,0
61902,404,0.4626669659316043,0.65,Rent,21108.99,0
23772,842,0.3404588379543264,2.19,Mortgage,14977.73,0
69565,541,0.37822718929792,0.05,Own,16008.63,0
25062,790,0.5206733318737243,4.51,Rent,14864.78,0
65488,797,0.20344415272868419,5.37,Own,13947.19,0
66900,734,0.5945927642637951,1.43,Own,27000.95,0
33635,783,0.550052545920197,6.67,Mortgage,21568.16,0
43837,746,0.2432764143005305,2.4,Own,24369.55,0
33414,683,0.54646920881028,1.87,Own,29423.6,0
46776,809,0.47697807914840673,15.64,Mortgage,21432.23,0
45379,469,0.5653782359810758,4.44,Rent,12646.51,0
61694,622,0.44556759406287294,1.45,Own,19414.77,0
69654,773,0.4372386914920793,20.44,Own,24556.01,0
70935,531,0.10173220454876566,2.45,Rent,17668.7,0
41567,658,0.33730576433752824,5.22,Mortgage,13274.48,0
46861,574,0.2001343030892115,6.43,Rent,21868.6,0
24748,331,0.26204072958450364,2.74,Own,8631.57,1
37911,476,0.5894078169981708,3.84,Own,15707.27,1
64472,364,0.14275097891308833,1.37,Mortgage,18794.26,0
74233,326,0.46124323522689625,3.14,Mortgage,14461.6,0
31484,778,0.18647242093543662,1.86,Rent,18127.51,0
41113,567,0.10370066974807415,3.96,Mortgage,18262.55,0
49603,365,0.35070935442395024,5.54,Rent,17800.29,0
